RBF BEST --> PCA : No PCA -- c_best : 1 -- gamma_best : 0.1 -- K_best : 1 -- C_prim: 0.025
Poly (dim3) BEST --> PCA : No PCA -- c_best : 0.0001 -- d_best : 3 -- K_best : 1 -- C_prim: 0.015384615384615385
Poly (dim2) BEST --> PCA : No PCA -- c_best : 0.01 -- d_best : 2 -- K_best : 1 -- C_prim: 0.0
Lin BEST --> PCA : No PCA -- c_best : 0.1 -- K_best : 1 -- C_prim: 0.020833333333333336
+--------+--------+--------+--------+--------+-----+---------------+----------------------+----------------------+
|  PCA   | Kernel |   c    | degree | gamma  |  K  | Working Point |        minDCF        |        C_prim        |
|   7    |  RBF   |  0.1   |   -    |  0.1   |  10 |  (0.1, 1, 1)  | 0.09000000000000001  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.07333333333333333  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -           | 0.08166666666666667  |
|   7    |  RBF   |  0.1   |   -    |   1    |  10 |  (0.1, 1, 1)  | 0.045000000000000005 |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |        0.045         |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -           |        0.045         |
|   7    |  RBF   |   1    |   -    | 1e-05  | 0.1 |  (0.1, 1, 1)  | 0.13222222222222224  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.11151515151515153  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -           | 0.12186868686868688  |
|   7    |  RBF   |   1    |   -    | 0.0001 | 0.1 |  (0.1, 1, 1)  | 0.13222222222222224  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.11151515151515153  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -           | 0.12186868686868688  |
|   7    |  RBF   |   1    |   -    | 0.001  | 0.1 |  (0.1, 1, 1)  | 0.13222222222222224  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.11151515151515153  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -           | 0.12186868686868688  |
|   7    |  RBF   |   1    |   -    |  0.01  | 0.1 |  (0.1, 1, 1)  | 0.09000000000000001  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.07333333333333333  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -           | 0.08166666666666667  |
|   7    |  RBF   |   1    |   -    |  0.1   | 0.1 |  (0.1, 1, 1)  | 0.045000000000000005 |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |        0.045         |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -           |        0.045         |
|   7    |  RBF   |   1    |   -    |   1    | 0.1 |  (0.1, 1, 1)  | 0.045000000000000005 |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |        0.045         |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -           |        0.045         |
|   7    |  RBF   |   1    |   -    | 1e-05  |  1  |  (0.1, 1, 1)  | 0.13222222222222224  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.11151515151515153  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -           | 0.12186868686868688  |
|   7    |  RBF   |   1    |   -    | 0.0001 |  1  |  (0.1, 1, 1)  | 0.13222222222222224  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.11151515151515153  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -           | 0.12186868686868688  |
|   7    |  RBF   |   1    |   -    | 0.001  |  1  |  (0.1, 1, 1)  | 0.13222222222222224  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.11151515151515153  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -           | 0.12186868686868688  |
|   7    |  RBF   |   1    |   -    |  0.01  |  1  |  (0.1, 1, 1)  | 0.09000000000000001  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.07333333333333333  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -           | 0.08166666666666667  |
|   7    |  RBF   |   1    |   -    |  0.1   |  1  |  (0.1, 1, 1)  |        0.025         |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |        0.025         |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -           |        0.025         |
|   7    |  RBF   |   1    |   -    |   1    |  1  |  (0.1, 1, 1)  |        0.025         |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |        0.025         |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -           |        0.025         |
|   7    |  RBF   |   1    |   -    | 1e-05  |  10 |  (0.1, 1, 1)  | 0.13222222222222224  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.11151515151515153  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -           | 0.12186868686868688  |
|   7    |  RBF   |   1    |   -    | 0.0001 |  10 |  (0.1, 1, 1)  | 0.13222222222222224  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.11151515151515153  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -           | 0.12186868686868688  |
|   7    |  RBF   |   1    |   -    | 0.001  |  10 |  (0.1, 1, 1)  | 0.13222222222222224  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.11151515151515153  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -           | 0.12186868686868688  |
|   7    |  RBF   |   1    |   -    |  0.01  |  10 |  (0.1, 1, 1)  | 0.09000000000000001  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.07333333333333333  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -           | 0.08166666666666667  |
|   7    |  RBF   |   1    |   -    |  0.1   |  10 |  (0.1, 1, 1)  |        0.025         |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |        0.025         |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -           |        0.025         |
|   7    |  RBF   |   1    |   -    |   1    |  10 |  (0.1, 1, 1)  |        0.025         |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |        0.025         |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -           |        0.025         |
|   6    | Linear | 0.0001 |   -    |   -    | 0.1 |  (0.1, 1, 1)  | 0.17153846153846156  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.1372893772893773  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -           |  0.1544139194139194  |
|   6    | Linear | 0.0001 |   -    |   -    |  1  |  (0.1, 1, 1)  | 0.17153846153846156  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.1372893772893773  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -           |  0.1544139194139194  |
|   6    | Linear | 0.0001 |   -    |   -    |  10 |  (0.1, 1, 1)  | 0.17153846153846156  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.1372893772893773  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -           |  0.1544139194139194  |
|   6    | Linear | 0.001  |   -    |   -    | 0.1 |  (0.1, 1, 1)  | 0.15615384615384617  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.1372893772893773  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -           | 0.14672161172161174  |
|   6    | Linear | 0.001  |   -    |   -    |  1  |  (0.1, 1, 1)  | 0.15615384615384617  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.1372893772893773  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -           | 0.14672161172161174  |
|   6    | Linear | 0.001  |   -    |   -    |  10 |  (0.1, 1, 1)  | 0.14076923076923079  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.12190476190476192  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -           | 0.13133699633699636  |
|   6    | Linear |  0.01  |   -    |   -    | 0.1 |  (0.1, 1, 1)  |        0.025         |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |        0.025         |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -           |        0.025         |
|   6    | Linear |  0.01  |   -    |   -    |  1  |  (0.1, 1, 1)  |        0.025         |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |        0.025         |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -           |        0.025         |
|   6    | Linear |  0.01  |   -    |   -    |  10 |  (0.1, 1, 1)  | 0.09000000000000001  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.07333333333333333  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -           | 0.08166666666666667  |
|   6    | Linear |  0.1   |   -    |   -    | 0.1 |  (0.1, 1, 1)  | 0.04038461538461539  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.03205128205128205  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -           | 0.036217948717948714 |
|   6    | Linear |  0.1   |   -    |   -    |  1  |  (0.1, 1, 1)  |        0.025         |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.016666666666666666 |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -           | 0.020833333333333336 |
|   6    | Linear |  0.1   |   -    |   -    |  10 |  (0.1, 1, 1)  |        0.025         |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |        0.025         |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -           |        0.025         |
|   6    | Linear |   1    |   -    |   -    | 0.1 |  (0.1, 1, 1)  | 0.04038461538461539  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.03205128205128205  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -           | 0.036217948717948714 |
|   6    | Linear |   1    |   -    |   -    |  1  |  (0.1, 1, 1)  | 0.04038461538461539  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.03205128205128205  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -           | 0.036217948717948714 |
|   6    | Linear |   1    |   -    |   -    |  10 |  (0.1, 1, 1)  |        0.025         |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |        0.025         |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -           |        0.025         |
|   6    |  Poly  | 0.0001 |   2    |   -    | 0.1 |  (0.1, 1, 1)  |        0.025         |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |        0.025         |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -           |        0.025         |
|   6    |  Poly  | 0.0001 |   2    |   -    |  1  |  (0.1, 1, 1)  |        0.025         |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |        0.025         |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -           |        0.025         |
|   6    |  Poly  | 0.0001 |   2    |   -    |  10 |  (0.1, 1, 1)  |         0.07         |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.05333333333333333  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -           | 0.06166666666666667  |
|   6    |  Poly  | 0.0001 |   3    |   -    | 0.1 |  (0.1, 1, 1)  | 0.04038461538461539  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.03205128205128205  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -           | 0.036217948717948714 |
|   6    |  Poly  | 0.0001 |   3    |   -    |  1  |  (0.1, 1, 1)  | 0.015384615384615385 |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.015384615384615385 |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -           | 0.015384615384615385 |
|   6    |  Poly  | 0.0001 |   3    |   -    |  10 |  (0.1, 1, 1)  |        0.025         |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |        0.025         |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -           |        0.025         |
|   6    |  Poly  | 0.001  |   2    |   -    | 0.1 |  (0.1, 1, 1)  | 0.04038461538461539  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.03205128205128205  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -           | 0.036217948717948714 |
|   6    |  Poly  | 0.001  |   2    |   -    |  1  |  (0.1, 1, 1)  |        0.025         |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.016666666666666666 |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -           | 0.020833333333333336 |
|   6    |  Poly  | 0.001  |   2    |   -    |  10 |  (0.1, 1, 1)  |        0.025         |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |        0.025         |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -           |        0.025         |
|   6    |  Poly  | 0.001  |   3    |   -    | 0.1 |  (0.1, 1, 1)  | 0.015384615384615385 |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.015384615384615385 |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -           | 0.015384615384615385 |
|   6    |  Poly  | 0.001  |   3    |   -    |  1  |  (0.1, 1, 1)  | 0.04038461538461539  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.03205128205128205  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -           | 0.036217948717948714 |
|   6    |  Poly  | 0.001  |   3    |   -    |  10 |  (0.1, 1, 1)  | 0.015384615384615385 |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.015384615384615385 |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -           | 0.015384615384615385 |
|   6    |  Poly  |  0.01  |   2    |   -    | 0.1 |  (0.1, 1, 1)  | 0.04038461538461539  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.03205128205128205  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -           | 0.036217948717948714 |
|   6    |  Poly  |  0.01  |   2    |   -    |  1  |  (0.1, 1, 1)  |         0.0          |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |         0.0          |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -           |         0.0          |
|   6    |  Poly  |  0.01  |   2    |   -    |  10 |  (0.1, 1, 1)  |        0.025         |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |        0.025         |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -           |        0.025         |
|   6    |  Poly  |  0.01  |   3    |   -    | 0.1 |  (0.1, 1, 1)  | 0.015384615384615385 |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.015384615384615385 |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -           | 0.015384615384615385 |
|   6    |  Poly  |  0.01  |   3    |   -    |  1  |  (0.1, 1, 1)  | 0.04038461538461539  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.03205128205128205  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -           | 0.036217948717948714 |
|   6    |  Poly  |  0.01  |   3    |   -    |  10 |  (0.1, 1, 1)  |  0.0803846153846154  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.07205128205128206  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -           | 0.07621794871794874  |
|   6    |  Poly  |  0.1   |   2    |   -    | 0.1 |  (0.1, 1, 1)  | 0.04038461538461539  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.03205128205128205  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -           | 0.036217948717948714 |
|   6    |  Poly  |  0.1   |   2    |   -    |  1  |  (0.1, 1, 1)  | 0.015384615384615385 |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.015384615384615385 |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -           | 0.015384615384615385 |
|   6    |  Poly  |  0.1   |   2    |   -    |  10 |  (0.1, 1, 1)  | 0.015384615384615385 |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.015384615384615385 |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -           | 0.015384615384615385 |
|   6    |  Poly  |  0.1   |   3    |   -    | 0.1 |  (0.1, 1, 1)  | 0.015384615384615385 |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.015384615384615385 |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -           | 0.015384615384615385 |
|   6    |  Poly  |  0.1   |   3    |   -    |  1  |  (0.1, 1, 1)  | 0.015384615384615385 |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.015384615384615385 |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -           | 0.015384615384615385 |
|   6    |  Poly  |  0.1   |   3    |   -    |  10 |  (0.1, 1, 1)  |  0.2872222222222222  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.20671661671661673  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -           | 0.24696941946941947  |
|   6    |  Poly  |   1    |   2    |   -    | 0.1 |  (0.1, 1, 1)  | 0.015384615384615385 |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.015384615384615385 |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -           | 0.015384615384615385 |
|   6    |  Poly  |   1    |   2    |   -    |  1  |  (0.1, 1, 1)  | 0.015384615384615385 |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.015384615384615385 |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -           | 0.015384615384615385 |
|   6    |  Poly  |   1    |   2    |   -    |  10 |  (0.1, 1, 1)  | 0.04038461538461539  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.04038461538461539  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -           | 0.04038461538461539  |
|   6    |  Poly  |   1    |   3    |   -    | 0.1 |  (0.1, 1, 1)  | 0.037606837606837605 |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.033566433566433566 |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -           | 0.035586635586635586 |
|   6    |  Poly  |   1    |   3    |   -    |  1  |  (0.1, 1, 1)  |  0.1299145299145299  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.09070929070929071  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -           |  0.1103119103119103  |
|   6    |  Poly  |   1    |   3    |   -    |  10 |  (0.1, 1, 1)  | 0.14021367521367523  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.12564213564213564  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -           | 0.13292790542790545  |
|   6    |  RBF   | 0.0001 |   -    | 1e-05  | 0.1 |  (0.1, 1, 1)  |  0.162991452991453   |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.1400865800865801  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -           | 0.15153901653901655  |
|   6    |  RBF   | 0.0001 |   -    | 0.0001 | 0.1 |  (0.1, 1, 1)  |  0.162991452991453   |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.1400865800865801  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -           | 0.15153901653901655  |
|   6    |  RBF   | 0.0001 |   -    | 0.001  | 0.1 |  (0.1, 1, 1)  |  0.162991452991453   |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.1400865800865801  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -           | 0.15153901653901655  |
|   6    |  RBF   | 0.0001 |   -    |  0.01  | 0.1 |  (0.1, 1, 1)  |  0.162991452991453   |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.1400865800865801  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -           | 0.15153901653901655  |
|   6    |  RBF   | 0.0001 |   -    |  0.1   | 0.1 |  (0.1, 1, 1)  | 0.11222222222222222  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.09151515151515152  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -           | 0.10186868686868687  |
|   6    |  RBF   | 0.0001 |   -    |   1    | 0.1 |  (0.1, 1, 1)  | 0.06500000000000002  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |        0.065         |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -           |        0.065         |
|   6    |  RBF   | 0.0001 |   -    | 1e-05  |  1  |  (0.1, 1, 1)  |  0.162991452991453   |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.1400865800865801  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -           | 0.15153901653901655  |
|   6    |  RBF   | 0.0001 |   -    | 0.0001 |  1  |  (0.1, 1, 1)  |  0.162991452991453   |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.1400865800865801  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -           | 0.15153901653901655  |
|   6    |  RBF   | 0.0001 |   -    | 0.001  |  1  |  (0.1, 1, 1)  |  0.162991452991453   |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.1400865800865801  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -           | 0.15153901653901655  |
|   6    |  RBF   | 0.0001 |   -    |  0.01  |  1  |  (0.1, 1, 1)  |  0.162991452991453   |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.1400865800865801  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -           | 0.15153901653901655  |
|   6    |  RBF   | 0.0001 |   -    |  0.1   |  1  |  (0.1, 1, 1)  | 0.11222222222222222  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.09151515151515152  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -           | 0.10186868686868687  |
|   6    |  RBF   | 0.0001 |   -    |   1    |  1  |  (0.1, 1, 1)  | 0.06500000000000002  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |        0.065         |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -           |        0.065         |
|   6    |  RBF   | 0.0001 |   -    | 1e-05  |  10 |  (0.1, 1, 1)  |  0.162991452991453   |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.1400865800865801  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -           | 0.15153901653901655  |
|   6    |  RBF   | 0.0001 |   -    | 0.0001 |  10 |  (0.1, 1, 1)  |  0.162991452991453   |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.1400865800865801  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -           | 0.15153901653901655  |
|   6    |  RBF   | 0.0001 |   -    | 0.001  |  10 |  (0.1, 1, 1)  |  0.162991452991453   |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.1400865800865801  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -           | 0.15153901653901655  |
|   6    |  RBF   | 0.0001 |   -    |  0.01  |  10 |  (0.1, 1, 1)  |  0.162991452991453   |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.1400865800865801  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -           | 0.15153901653901655  |
|   6    |  RBF   | 0.0001 |   -    |  0.1   |  10 |  (0.1, 1, 1)  | 0.11222222222222222  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.09151515151515152  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -           | 0.10186868686868687  |
|   6    |  RBF   | 0.0001 |   -    |   1    |  10 |  (0.1, 1, 1)  | 0.06500000000000002  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |        0.065         |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -           |        0.065         |
|   6    |  RBF   | 0.001  |   -    | 1e-05  | 0.1 |  (0.1, 1, 1)  |  0.162991452991453   |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.1400865800865801  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -           | 0.15153901653901655  |
|   6    |  RBF   | 0.001  |   -    | 0.0001 | 0.1 |  (0.1, 1, 1)  |  0.162991452991453   |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.1400865800865801  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -           | 0.15153901653901655  |
|   6    |  RBF   | 0.001  |   -    | 0.001  | 0.1 |  (0.1, 1, 1)  |  0.162991452991453   |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.1400865800865801  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -           | 0.15153901653901655  |
|   6    |  RBF   | 0.001  |   -    |  0.01  | 0.1 |  (0.1, 1, 1)  |  0.162991452991453   |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.1400865800865801  |          -           |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -           | 0.15153901653901655  |
